top200_Celf4_targets,top500_Celf4_targets,parikshak_2016_ctx.M4,parikshak_2016_ctx.M9,parikshak_2016_ctx.M10,parikshak_2016_ctx.M16,parikshak_2016_ctx.M19,parikshak_2016_ctx.M20,psychEncode_ASD_FDR<0.01,psychEncode_ASD_FDR<0.001,psychEncode_SCZ_FDR<10e-5,psychEncode_SCZ_FDR<10e-9,psychEncode_BD_FDR<0.01,psychEncode_BD_FDR<0.001,SFARI_ASD_Candidate,FMRP_targets_Darnell_2014,conserved_CHD8_promoters_Cotney_2015,CPEB4_binding_Parras_2018,Rbfox1_up_target_genes_Lee_2016,All_Rbfox1_regulated_genes_lee_2016,All_Rbfox1_3'UTR_targets_Lee_2016
,,,,,,,,,,,,,,,,MAGI1,,,Htra1,
,,,,,,,,,,,,,,,,FOXP1,,,Eps15l1,
,,,,,,,,,,,,,,,,FOXP1,,,Crip2,
,,,,,,,,,,,,,,,,FOXP1,,,Ptbp1,
,,,,,,,,,,,,,,,,LOC100009676,,,Mvd,
,,,,,,,,,,,,,,,,ZBTB11,,,D130043K22Rik,
,,,,,,,,,,,,,,,,RPL24,,,Chrd,
,,,,,,,,,,,,,,,,CEP97,,,Scube2,
,,,,,,,,,,,,,,,,BBX,,,uc009gpg-1,
,,,,,,,,,,,,,,,,ATG3,,,Slc1a7,
,,,,,,,,,,,,,,,,SLC35A5,,,Nf2,
,,,,,,,,,,,,,,,,ZBTB20,,,Ap1b1,
,,,,,,,,,,,,,,,,GSK3B,,,Nxf1,
,,,,,,,,,,,,,,,,LRRC58,,,Vac14,
,,,,,,,,,,,,,,,,KPNA1,,,Thg1l,
,,,,,,,,,,,,,,,,DIRC2,,,Pabpc4,
,,,,,,,,,,,,,,,,HSPBAP1,,,Evi5,
,,,,,,,,,,,,,,,,ADCY5,,,Ccnt1,
,,,,,,,,,,,,,,,,MYLK-AS1,,,Zfp715,
,,,,,,,,,,,,,,,,PTPLB,,,Trnt1,
,,,,,,,,,,,,,,,,CNBP,,,Kif1a,
,,,,,,,,,,,,,,,,H1FX,,,Tbp,
,,,,,,,,,,,,,,,,H1FX-AS1,,,Psmb1,
,,,,,,,,,,,,,,,,AMOTL2,,,Syt14,
,,,,,,,,,,,,,,,,ANAPC13,,,Atp5e,
,,,,,,,,,,,,,,,,ANAPC13,,,Kcnq2,
,,,,,,,,,,,,,,,,ANAPC13,,,Etv4,
,,,,,,,,,,,,,,,,CEP63,,,Mybl2,
,,,,,,,,,,,,,,,,CEP63,,,Eya2,
,,,,,,,,,,,,,,,,CEP63,,,Med13l,
,,,,,,,,,,,,,,,,PPP2R3A,,,Smurf2,
,,,,,,,,,,,,,,,,STAG1,,,Mtmr4,
,,,,,,,,,,,,,,,,MRAS,,,Nol11,
,,,,,,,,,,,,,,,,MRAS,,,Crhr1,
,,,,,,,,,,,,,,,,MRAS,,,Nars2,
,,,,,,,,,,,,,,,,MRAS,,,Hars2,
,,,,,,,,,,,,,,,,MRAS,,,Rnf145,
,,,,,,,,,,,,,,,,MRAS,,,Agxt2l1,
,,,,,,,,,,,,,,,,ACPL2,,,D10Ertd610e,
,,,,,,,,,,,,,,,,RASA2,,,Rab4a,
,,,,,,,,,,,,,,,,ATR,,,Hint3,
,,,,,,,,,,,,,,,,U2SURP,,,Ltv1,
,,,,,,,,,,,,,,,,LOC100289361,,,Fabp7,
,,,,,,,,,,,,,,,,LOC646903,,,Echdc1,
,,,,,,,,,,,,,,,,PFN2,,,Mgat4c,
,,,,,,,,,,,,,,,,TSC22D2,,,Ppp1r12a,
,,,,,,,,,,,,,,,,SELT,,,Ctgf,
,,,,,,,,,,,,,,,,MED12L,,,Ddx21,
,,,,,,,,,,,,,,,,RAP2B,,,Pno1,
,,,,,,,,,,,,,,,,GMPS,,,Lgr5,
,,,,,,,,,,,,,,,,CCNL1,,,Nav3,
,,,,,,,,,,,,,,,,LOC100128164,,,Mdm2,
,,,,,,,,,,,,,,,,SEC62,,,Acsl6,
,,,,,,,,,,,,,,,,PHC3,,,Agxt2l2,
,,,,,,,,,,,,,,,,SKIL,,,Il13,
,,,,,,,,,,,,,,,,SKIL,,,Cdkn2aipnl,
,,,,,,,,,,,,,,,,SKIL,,,Cox11,
,,,,,,,,,,,,,,,,SKIL,,,Fam84a,
,,,,,,,,,,,,,,,,TBL1XR1,,,Smc6,
,,,,,,,,,,,,,,,,USP13,,,Rnaseh1,
,,,,,,,,,,,,,,,,ATP11B,,,Cmpk2,
,,,,,,,,,,,,,,,,DCUN1D1,,,Pfn4,
,,,,,,,,,,,,,,,,MCCC1,,,Itsn2,
,,,,,,,,,,,,,,,,KLHL24,,,Cbll1,
,,,,,,,,,,,,,,,,EIF2B5,,,Pxdn,
,,,,,,,,,,,,,,,,DVL3,,,Exoc7,
,,,,,,,,,,,,,,,,TRA2B,,,4933427D14Rik,
,,,,,,,,,,,,,,,,CCDC50,,,Kif1c,
,,,,,,,,,,,,,,,,UTS2D,,,Nxn,
,,,,,,,,,,,,,,,,OPA1,,,Strn3,
,,,,,,,,,,,,,,,,XXYLT1,,,Ralgapa1,
,,,,,,,,,,,,,,,,TCTEX1D2,,,Snw1,
,,,,,,,,,,,,,,,,UBXN7,,,Esyt2,
,,,,,,,,,,,,,,,,DLG1,,,Acot2,
,,,,,,,,,,,,,,,,DLG1-AS1,,,Fam161b,
,,,,,,,,,,,,,,,,IQCG,,,Hecw1,
,,,,,,,,,,,,,,,,RPL35A,,,Ggps1,
,,,,,,,,,,,,,,,,CTBP1,,,Scgn,
,,,,,,,,,,,,,,,,CTBP1-AS1,,,Ccdc90a,
,,,,,,,,,,,,,,,,MAEA,,,Prpf4b,
,,,,,,,,,,,,,,,,UVSSA,,,Slc35b3,
,,,,,,,,,,,,,,,,SLBP,,,2010111I01Rik,
,,,,,,,,,,,,,,,,WHSC1,,,Catsper3,
,,,,,,,,,,,,,,,,NELFA,,,Zfp369,
,,,,,,,,,,,,,,,,C4orf48,,,Glrx,
,,,,,,,,,,,,,,,,C4orf48,,,Rgnef,
,,,,,,,,,,,,,,,,NAT8L,,,Trim23,
,,,,,,,,,,,,,,,,ADD1,,,Fgf10,
,,,,,,,,,,,,,,,,GRK4,,,Psmd6,
,,,,,,,,,,,,,,,,NOP14,,,Nudt13,
,,,,,,,,,,,,,,,,LOC100507266,,,Ktn1,
,,,,,,,,,,,,,,,,STX18,,,uc007ssm-1,
,,,,,,,,,,,,,,,,KIAA0232,,,uc007ssp-1,
,,,,,,,,,,,,,,,,ZNF518B,,,Dph3,
,,,,,,,,,,,,,,,,FBXL5,,,Gdf10,
,,,,,,,,,,,,,,,,TAPT1,,,Tgm1,
,,,,,,,,,,,,,,,,TAPT1-AS1,,,Wnt7b,
,,,,,,,,,,,,,,,,LCORL,,,Enpp2,
,,,,,,,,,,,,,,,,RBPJ,,,Txndc11,
,,,,,,,,,,,,,,,,RBPJ,,,Cldn1,
,,,,,,,,,,,,,,,,RBPJ,,,Hsf1,
,,,,,,,,,,,,,,,,RBPJ,,,Bop1,
,,,,,,,,,,,,,,,,UBE2K,,,Plec,
,,,,,,,,,,,,,,,,PDS5A,,,Scrib,
,,,,,,,,,,,,,,,,N4BP2,,,Kif21a,
,,,,,,,,,,,,,,,,LOC344967,,,Bbx,
,,,,,,,,,,,,,,,,SLAIN2,,,Boc,
,,,,,,,,,,,,,,,,DCUN1D4,,,Zbtb20,
,,,,,,,,,,,,,,,,USP46,,,4930511J11Rik,
,,,,,,,,,,,,,,,,FIP1L1,,,Thap7,
,,,,,,,,,,,,,,,,CLOCK,,,Tnk2,
,,,,,,,,,,,,,,,,CLOCK,,,Yars2,
,,,,,,,,,,,,,,,,YTHDC1,,,Lrch3,
,,,,,,,,,,,,,,,,RUFY3,,,Stxbp5l,
,,,,,,,,,,,,,,,,USO1,,,D16Ertd472e,
,,,,,,,,,,,,,,,,FAM47E,,,Csad,
,,,,,,,,,,,,,,,,SCARB2,,,Sympk,
,,,,,,,,,,,,,,,,11-Sep,,,Parp3,
,,,,,,,,,,,,,,,,CCNG2,,,Ache,
,,,,,,,,,,,,,,,,CNOT6L,,,Rps6ka2,
,,,,,,,,,,,,,,,,MRPL1,,,Smoc2,
,,,,,,,,,,,,,,,,PAQR3,,,Gpr115,
,,,,,,,,,,,,,,,,HNRNPD,,,Glp1r,
,,,,,,,,,,,,,,,,ENOPH1,,,Slc30a6,
,,,,,,,,,,,,,,,,HNRPDL,,,Cebpz,
,,,,,,,,,,,,,,,,WDFY3,,,Man2a1,
,,,,,,,,,,,,,,,,WDFY3-AS2,,,Mlst8,
,,,,,,,,,,,,,,,,PKD2,,,Pot1b,
,,,,,,,,,,,,,,,,HERC3,,,Itfg3,
,,,,,,,,,,,,,,,,EIF4E,,,Kdm4b,
,,,,,,,,,,,,,,,,DNAJB14,,,Rnf138,
,,,,,,,,,,,,,,,,H2AFZ,,,Psd2,
,,,,,,,,,,,,,,,,LOC256880,,,Mrps18b,
,,,,,,,,,,,,,,,,UBE2D3,,,Tcerg1,
,,,,,,,,,,,,,,,,UBE2D3,,,Smad4,
,,,,,,,,,,,,,,,,UBE2D3,,,Fbn2,
,,,,,,,,,,,,,,,,UBE2D3,,,Cndp2,
,,,,,,,,,,,,,,,,UBE2D3,,,Rcl1,
,,,,,,,,,,,,,,,,UBE2D3,,,Eif1ad,
,,,,,,,,,,,,,,,,TET2,,,Chka,
,,,,,,,,,,,,,,,,AIMP1,,,Aip,
,,,,,,,,,,,,,,,,TBCK,,,Asah2,
,,,,,,,,,,,,,,,,TBCK,,,Plce1,
,,,,,,,,,,,,,,,,TBCK,,,Sorbs1,
,,,,,,,,,,,,,,,,SEC24B,,,Myadml2,
,,,,,,,,,,,,,,,,SEC24B-AS1,,,Stra13,
,,,,,,,,,,,,,,,,GAR1,,,Fn3k,
,,,,,,,,,,,,,,,,ELOVL6,,,Rps24,
,,,,,,,,,,,,,,,,ELOVL6,,,Gdf11,
,,,,,,,,,,,,,,,,ANKRD50,,,St8sia5,
,,,,,,,,,,,,,,,,PHF17,,,Pdia4,
,,,,,,,,,,,,,,,,NAA15,,,Iscu,
,,,,,,,,,,,,,,,,NDUFC1,,,Sgk3,
,,,,,,,,,,,,,,,,NDUFC1,,,1110028C15Rik,
,,,,,,,,,,,,,,,,NDUFC1,,,Raph1,
,,,,,,,,,,,,,,,,NDUFC1,,,Dst,
,,,,,,,,,,,,,,,,RAB33B,,,Abcb6,
,,,,,,,,,,,,,,,,MAML3,,,Inpp5d,
,,,,,,,,,,,,,,,,TBC1D9,,,Atg16l1,
,,,,,,,,,,,,,,,,ABCE1,,,Mki67ip,
,,,,,,,,,,,,,,,,ANAPC10,,,Marco,
,,,,,,,,,,,,,,,,ANAPC10,,,Eif2d,
,,,,,,,,,,,,,,,,ANAPC10,,,Elk4,
,,,,,,,,,,,,,,,,SMAD1,,,Tfb2m,
,,,,,,,,,,,,,,,,SMAD1,,,2310005N03Rik,
,,,,,,,,,,,,,,,,ZNF827,,,Tatdn3,
,,,,,,,,,,,,,,,,DCLK2,,,Lamb3,
,,,,,,,,,,,,,,,,TRIM2,,,Frmd4a,
,,,,,,,,,,,,,,,,RAPGEF2,,,Mcm10,
,,,,,,,,,,,,,,,,TMA16,,,Uap1,
,,,,,,,,,,,,,,,,GALNT7,,,Rabgap1l,
,,,,,,,,,,,,,,,,CDKN2AIP,,,Mllt10,
,,,,,,,,,,,,,,,,IRF2,,,Pfkfb3,
,,,,,,,,,,,,,,,,CASP3,,,St6galnac6,
,,,,,,,,,,,,,,,,CCDC111,,,Lcn2,
,,,,,,,,,,,,,,,,SLC25A4,,,1700007K13Rik,
,,,,,,,,,,,,,,,,FRG1,,,Psmd5,
,,,,,,,,,,,,,,,,BRD9,,,Dab2ip,
,,,,,,,,,,,,,,,,BRD9,,,Sec16a,
,,,,,,,,,,,,,,,,TRIP13,,,Camsap1,
,,,,,,,,,,,,,,,,PAPD7,,,Uap1l1,
,,,,,,,,,,,,,,,,TRIO,,,Grin1,
,,,,,,,,,,,,,,,,ANKH,,,0610009D07Rik,
,,,,,,,,,,,,,,,,BASP1,,,1110007M04Rik,
,,,,,,,,,,,,,,,,BASP1,,,1600014C10Rik,
,,,,,,,,,,,,,,,,LOC285696,,,1700008G05Rik,
,,,,,,,,,,,,,,,,GOLPH3,,,1700018L24Rik,
,,,,,,,,,,,,,,,,ZFR,,,1700113I22Rik,
,,,,,,,,,,,,,,,,SUB1,,,1810011O10Rik,
,,,,,,,,,,,,,,,,NADKD1,,,1810012P15Rik,
,,,,,,,,,,,,,,,,NADKD1,,,2010012O05Rik,
,,,,,,,,,,,,,,,,LOC646719,,,2210009G21Rik,
,,,,,,,,,,,,,,,,NIPBL,,,2210010B09Rik,
,,,,,,,,,,,,,,,,PRKAA1,,,2210404J11Rik,
,,,,,,,,,,,,,,,,C5orf28,,,2210408F21Rik,
,,,,,,,,,,,,,,,,PAIP1,,,2210408I21Rik,
,,,,,,,,,,,,,,,,PAIP1,,,2310036O22Rik,
,,,,,,,,,,,,,,,,NDUFS4,,,2610029G23Rik,
,,,,,,,,,,,,,,,,SNX18,,,2610036L11Rik,
,,,,,,,,,,,,,,,,SNX18,,,3110047P20Rik,
,,,,,,,,,,,,,,,,SNX18,,,3830406C13Rik,
,,,,,,,,,,,,,,,,DHX29,,,4732456N10Rik,
,,,,,,,,,,,,,,,,SKIV2L2,,,4732496O08Rik,
,,,,,,,,,,,,,,,,MAP3K1,,,4833420G17Rik,
,,,,,,,,,,,,,,,,MIER3,,,4931406C07Rik,
,,,,,,,,,,,,,,,,GPBP1,,,4932432K03Rik,
,,,,,,,,,,,,,,,,GPBP1,,,5730470L24Rik,
,,,,,,,,,,,,,,,,ZSWIM6,,,6330512M04Rik,
,,,,,,,,,,,,,,,,CWC27,,,6430573F11Rik,
,,,,,,,,,,,,,,,,SREK1IP1,,,6530418L21Rik,
,,,,,,,,,,,,,,,,ERBB2IP,,,9030025P20Rik,
,,,,,,,,,,,,,,,,MAP1B,,,9030418K01Rik,
,,,,,,,,,,,,,,,,TNPO1,,,A430105I19Rik,
,,,,,,,,,,,,,,,,BTF3,,,A730035I17Rik,
,,,,,,,,,,,,,,,,GFM2,,,A930024E05Rik,
,,,,,,,,,,,,,,,,NSA2,,,AA415398,
,,,,,,,,,,,,,,,,COL4A3BP,,,Abca7,
,,,,,,,,,,,,,,,,COL4A3BP,,,Abcb4,
,,,,,,,,,,,,,,,,POLK,,,Ablim2,
,,,,,,,,,,,,,,,,ZBED3,,,Ablim3,
,,,,,,,,,,,,,,,,ZBED3-AS1,,,Abtb1,
,,,,,,,,,,,,,,,,SCAMP1,,,Adam15,
,,,,,,,,,,,,,,,,JMY,,,Adamtsl2,
,,,,,,,,,,,,,,,,LINC00461,,,Adamtsl3,
,,,,,,,,,,,,,,,,MBLAC2,,,Adc,
,,,,,,,,,,,,,,,,POLR3G,,,Adra1d,
,,,,,,,,,,,,,,,,ARRDC3,,,Adra2c,
,,,,,,,,,,,,,,,,ARRDC3-AS1,,,Agrn,
,,,,,,,,,,,,,,,,FLJ42709,,,Agt,
,,,,,,,,,,,,,,,,FLJ42709,,,AI449175,
,,,,,,,,,,,,,,,,MIR548AO,,,AK082503,
,,,,,,,,,,,,,,,,NR2F1,,,Akap10,
,,,,,,,,,,,,,,,,LNPEP,,,Aldh1b1,
,,,,,,,,,,,,,,,,CHD1,,,Amd2,
,,,,,,,,,,,,,,,,LOC100289230,,,Amigo2,
,,,,,,,,,,,,,,,,FBXL17,,,Ankrd16,
,,,,,,,,,,,,,,,,WDR36,,,Ankrd27,
,,,,,,,,,,,,,,,,NREP,,,Ankrd37,
,,,,,,,,,,,,,,,,NREP,,,Ankrd9,
,,,,,,,,,,,,,,,,NREP,,,Ar,
,,,,,,,,,,,,,,,,NREP,,,Arhgap12,
,,,,,,,,,,,,,,,,NREP,,,Arhgap44,
,,,,,,,,,,,,,,,,NREP,,,Arrdc4,
,,,,,,,,,,,,,,,,NREP,,,Ash2l,
,,,,,,,,,,,,,,,,NREP,,,Atp5s,
,,,,,,,,,,,,,,,,ZNF608,,,AW551984,
,,,,,,,,,,,,,,,,LMNB1,,,B3gntl1,
,,,,,,,,,,,,,,,,LMNB1,,,Bhlhb9,
,,,,,,,,,,,,,,,,FLJ33630,,,C230081A13Rik,
,,,,,,,,,,,,,,,,SLC12A2,,,C87436,
,,,,,,,,,,,,,,,,AFF4,,,C8b,
,,,,,,,,,,,,,,,,HSPA4,,,Casp8ap2,
,,,,,,,,,,,,,,,,VDAC1,,,Ccbe1,
,,,,,,,,,,,,,,,,VDAC1,,,Ccdc109b,
,,,,,,,,,,,,,,,,SKP1,,,Ccdc136,
,,,,,,,,,,,,,,,,MIR3661,,,Ccdc148,
,,,,,,,,,,,,,,,,PPP2CA,,,Ccdc155,
,,,,,,,,,,,,,,,,UBE2B,,,Ccdc28a,
,,,,,,,,,,,,,,,,TXNDC15,,,Ccdc39,
,,,,,,,,,,,,,,,,SMAD5,,,Ccdc74a,
,,,,,,,,,,,,,,,,HNRNPA0,,,Ccnyl1,
,,,,,,,,,,,,,,,,FAM13B,,,Cdh20,
,,,,,,,,,,,,,,,,NME5,,,Cdk5rap2,
,,,,,,,,,,,,,,,,KDM3B,,,Cenpa,
,,,,,,,,,,,,,,,,MATR3,,,Cep250,
,,,,,,,,,,,,,,,,MATR3,,,Chrm3,
,,,,,,,,,,,,,,,,UBE2D2,,,Clip1,
,,,,,,,,,,,,,,,,NDFIP1,,,Clk2,
,,,,,,,,,,,,,,,,TCERG1,,,Cntnap5a,
,,,,,,,,,,,,,,,,GEMIN5,,,Cntnap5b,
,,,,,,,,,,,,,,,,MRPL22,,,Col25a1,
,,,,,,,,,,,,,,,,RNF145,,,Commd10,
,,,,,,,,,,,,,,,,RNF145,,,Commd2,
,,,,,,,,,,,,,,,,RNF145,,,Commd9,
,,,,,,,,,,,,,,,,RNF145,,,Coro2a,
,,,,,,,,,,,,,,,,RNF145,,,Cradd,
,,,,,,,,,,,,,,,,PANK3,,,Crem,
,,,,,,,,,,,,,,,,FBXW11,,,Csmd1,
,,,,,,,,,,,,,,,,UBTD2,,,Ctsr,
,,,,,,,,,,,,,,,,CREBRF,,,Cttn,
,,,,,,,,,,,,,,,,BNIP1,,,Cwc22,
,,,,,,,,,,,,,,,,BOD1,,,Cxcr7,
,,,,,,,,,,,,,,,,CPEB4,,,Cyld,
,,,,,,,,,,,,,,,,RNF44,,,Cyp7b1,
,,,,,,,,,,,,,,,,UIMC1,,,D330012F22Rik,
,,,,,,,,,,,,,,,,UIMC1,,,D7Ertd715e,
,,,,,,,,,,,,,,,,UIMC1,,,D930015E06Rik,
,,,,,,,,,,,,,,,,DBN1,,,Dab1,
,,,,,,,,,,,,,,,,DBN1,,,Dact2,
,,,,,,,,,,,,,,,,DDX41,,,Dbpht2,
,,,,,,,,,,,,,,,,B4GALT7,,,Dcaf17,
,,,,,,,,,,,,,,,,CLK4,,,Dclk2,
,,,,,,,,,,,,,,,,HNRNPH1,,,Dclk3,
,,,,,,,,,,,,,,,,HNRNPH1,,,Dcps,
,,,,,,,,,,,,,,,,MAML1,,,Ddi2,
,,,,,,,,,,,,,,,,MGAT4B,,,Deaf1,
,,,,,,,,,,,,,,,,SQSTM1,,,Dgki,
,,,,,,,,,,,,,,,,SQSTM1,,,Disp2,
,,,,,,,,,,,,,,,,RNF130,,,Dock10,
,,,,,,,,,,,,,,,,CNOT6,,,Dok6,
,,,,,,,,,,,,,,,,MGAT1,,,Dvl1,
,,,,,,,,,,,,,,,,MGAT1,,,Eed,
,,,,,,,,,,,,,,,,WRNIP1,,,Eef1d,
,,,,,,,,,,,,,,,,TUBB2B,,,Eif4g3,
,,,,,,,,,,,,,,,,PSMG4,,,Elavl4,
,,,,,,,,,,,,,,,,SLC22A23,,,Eml1,
,,,,,,,,,,,,,,,,TMEM170B,,,Eml4,
,,,,,,,,,,,,,,,,HIVEP1,,,F8,
,,,,,,,,,,,,,,,,SIRT5,,,Fam13b,
,,,,,,,,,,,,,,,,SIRT5,,,Fam155a,
,,,,,,,,,,,,,,,,SIRT5,,,Fam171a2,
,,,,,,,,,,,,,,,,RANBP9,,,Fam194a,
,,,,,,,,,,,,,,,,NUP153,,,Fam70b,
,,,,,,,,,,,,,,,,KIF13A,,,Fam71e1,
,,,,,,,,,,,,,,,,DEK,,,Fanci,
,,,,,,,,,,,,,,,,ID4,,,Far2,
,,,,,,,,,,,,,,,,LRRC16A,,,Fgf16,
,,,,,,,,,,,,,,,,HIST1H2AC,,,Fggy,
,,,,,,,,,,,,,,,,HIST1H2BC,,,Flrt2,
,,,,,,,,,,,,,,,,HIST1H3E,,,Flrt3,
,,,,,,,,,,,,,,,,HIST1H4H,,,Frzb,
,,,,,,,,,,,,,,,,GABBR1,,,Fscn3,
,,,,,,,,,,,,,,,,MRPS18B,,,Fstl5,
,,,,,,,,,,,,,,,,PPP1R10,,,Fxr1,
,,,,,,,,,,,,,,,,C6orf136,,,G3bp2,
,,,,,,,,,,,,,,,,DDR1,,,Galk2,
,,,,,,,,,,,,,,,,DDR1,,,Ggta1,
,,,,,,,,,,,,,,,,DDR1,,,Gm1045,
,,,,,,,,,,,,,,,,DDX39B,,,Gm3002,
,,,,,,,,,,,,,,,,SNORD84,,,Gm561,
,,,,,,,,,,,,,,,,ATP6V1G2,,,Gnaz,
,,,,,,,,,,,,,,,,ATP6V1G2-DDX39B,,,Golgb1,
,,,,,,,,,,,,,,,,NFKBIL1,,,Golim4,
,,,,,,,,,,,,,,,,NFKBIL1,,,Gpr151,
,,,,,,,,,,,,,,,,NFKBIL1,,,Gpr83,
,,,,,,,,,,,,,,,,PRRC2A,,,Gprasp1,
,,,,,,,,,,,,,,,,C2,,,Grip1,
,,,,,,,,,,,,,,,,EHMT2,,,Grpr,
,,,,,,,,,,,,,,,,ZBTB12,,,Grtp1,
,,,,,,,,,,,,,,,,GPSM3,,,Gsta4,
,,,,,,,,,,,,,,,,BRD2,,,Haus2,
,,,,,,,,,,,,,,,,BRD2,,,Haus8,
,,,,,,,,,,,,,,,,BRD2,,,Hist1h2ao,
,,,,,,,,,,,,,,,,BRD2,,,Hist1h2bk,
,,,,,,,,,,,,,,,,BRD2,,,Hist1h2bm,
,,,,,,,,,,,,,,,,LEMD2,,,Hist1h3b,
,,,,,,,,,,,,,,,,LEMD2,,,Hist1h3d,
,,,,,,,,,,,,,,,,NUDT3,,,Hist1h3g,
,,,,,,,,,,,,,,,,SNRPC,,,Hist2h2bb,
,,,,,,,,,,,,,,,,KCTD20,,,Hist2h3c1,
,,,,,,,,,,,,,,,,PXT1,,,Hist2h3c2,
,,,,,,,,,,,,,,,,SRSF3,,,Hnmt,
,,,,,,,,,,,,,,,,PIM1,,,Hook2,
,,,,,,,,,,,,,,,,FTSJD2,,,Hpse,
,,,,,,,,,,,,,,,,NFYA,,,Ier2,
,,,,,,,,,,,,,,,,OARD1,,,Ift88,
,,,,,,,,,,,,,,,,USP49,,,Il25,
,,,,,,,,,,,,,,,,TRERF1,,,Il34,
,,,,,,,,,,,,,,,,TBCC,,,Irf8,
,,,,,,,,,,,,,,,,SRF,,,Itga4,
,,,,,,,,,,,,,,,,VEGFA,,,Itln1,
,,,,,,,,,,,,,,,,TMEM151B,,,Jmjd1c,
,,,,,,,,,,,,,,,,GSTA4,,,Kalrn,
,,,,,,,,,,,,,,,,FBXO9,,,Kcnh5,
,,,,,,,,,,,,,,,,FBXO9,,,Kcnh7,
,,,,,,,,,,,,,,,,PTP4A1,,,Kcnj16,
,,,,,,,,,,,,,,,,EEF1A1,,,Kcnj9,
,,,,,,,,,,,,,,,,SENP6,,,Kdm3b,
,,,,,,,,,,,,,,,,IRAK1BP1,,,Kifc3,
,,,,,,,,,,,,,,,,PHIP,,,Kiss1r,
,,,,,,,,,,,,,,,,IBTK,,,Klhl15,
,,,,,,,,,,,,,,,,SYNCRIP,,,Krt222,
,,,,,,,,,,,,,,,,SYNCRIP,,,Lats1,
,,,,,,,,,,,,,,,,SYNCRIP,,,Lca5l,
,,,,,,,,,,,,,,,,SYNCRIP,,,Ldlr,
,,,,,,,,,,,,,,,,SYNCRIP,,,Lin37,
,,,,,,,,,,,,,,,,SYNCRIP,,,Lingo1,
,,,,,,,,,,,,,,,,AKIRIN2,,,Lingo3,
,,,,,,,,,,,,,,,,UBE2J1,,,Lmo7,
,,,,,,,,,,,,,,,,MANEA,,,Lrch2,
,,,,,,,,,,,,,,,,UFL1,,,Lrpap1,
,,,,,,,,,,,,,,,,FAXC,,,Lrrc48,
,,,,,,,,,,,,,,,,PNISR,,,Lrrc57,
,,,,,,,,,,,,,,,,BEND3,,,Lrrc61,
,,,,,,,,,,,,,,,,SOBP,,,Lrrfip2,
,,,,,,,,,,,,,,,,SEC63,,,Lrrn1,
,,,,,,,,,,,,,,,,SNX3,,,Lrrn3,
,,,,,,,,,,,,,,,,FOXO3,,,Lrrtm3,
,,,,,,,,,,,,,,,,FOXO3,,,Lsmd1,
,,,,,,,,,,,,,,,,CDC40,,,Lysmd4,
,,,,,,,,,,,,,,,,WASF1,,,Macf1,
,,,,,,,,,,,,,,,,CDK19,,,Mad2l1,
,,,,,,,,,,,,,,,,AMD1,,,Madd,
,,,,,,,,,,,,,,,,AMD1,,,Manf,
,,,,,,,,,,,,,,,,REV3L,,,Mcf2l,
,,,,,,,,,,,,,,,,TRAF3IP2-AS1,,,Mdga1,
,,,,,,,,,,,,,,,,FYN,,,Med12l,
,,,,,,,,,,,,,,,,MARCKS,,,Megf11,
,,,,,,,,,,,,,,,,HDAC2,,,Mgat5,
,,,,,,,,,,,,,,,,HDAC2,,,Mipol1,
,,,,,,,,,,,,,,,,DSE,,,Mirg,
,,,,,,,,,,,,,,,,TSPYL1,,,Mkks,
,,,,,,,,,,,,,,,,RWDD1,,,Mmachc,
,,,,,,,,,,,,,,,,ASF1A,,,Mme,
,,,,,,,,,,,,,,,,NCOA7,,,Mmp21,
,,,,,,,,,,,,,,,,RNF146,,,Mpdz,
,,,,,,,,,,,,,,,,RNF146,,,Mrps21,
,,,,,,,,,,,,,,,,RNF146,,,Mrto4,
,,,,,,,,,,,,,,,,RNF146,,,Mtap7d1,
,,,,,,,,,,,,,,,,RNF146,,,Mycbp2,
,,,,,,,,,,,,,,,,RNF146,,,Myo3b,
,,,,,,,,,,,,,,,,RNF146,,,Myo9a,
,,,,,,,,,,,,,,,,RNF146,,,N6amt1,
,,,,,,,,,,,,,,,,RNF146,,,Neurl4,
,,,,,,,,,,,,,,,,ECHDC1,,,Nfrkb,
,,,,,,,,,,,,,,,,ECHDC1,,,Nhsl1,
,,,,,,,,,,,,,,,,SOGA3,,,Nkain1,
,,,,,,,,,,,,,,,,RPS12,,,Nono,
,,,,,,,,,,,,,,,,SNORD101,,,Npy2r,
,,,,,,,,,,,,,,,,REPS1,,,Nsun3,
,,,,,,,,,,,,,,,,CITED2,,,Nt5c3,
,,,,,,,,,,,,,,,,CITED2,,,Odz2,
,,,,,,,,,,,,,,,,CITED2,,,Odz4,
,,,,,,,,,,,,,,,,ADAT2,,,Olig2,
,,,,,,,,,,,,,,,,PEX3,,,Oma1,
,,,,,,,,,,,,,,,,EPM2A,,,Orc6,
,,,,,,,,,,,,,,,,LOC100507557,,,Osbpl1a,
,,,,,,,,,,,,,,,,TAB2,,,Osbpl3,
,,,,,,,,,,,,,,,,LATS1,,,Osbpl6,
,,,,,,,,,,,,,,,,LATS1,,,Oscp1,
,,,,,,,,,,,,,,,,ZBTB2,,,Osr1,
,,,,,,,,,,,,,,,,C6orf211,,,Otoa,
,,,,,,,,,,,,,,,,RMND1,,,OTTMUSG00000010671,
,,,,,,,,,,,,,,,,SCAF8,,,Otud6b,
